word,n_morph
антибиотик,4
антибиотикоустойчивость,9
антибиотикоустойчивый,8
антибиотический,5
антибольшевизм,4
антибюрократический,3
антивещество,2
антивибратор,3
антивибрационный,4
антивирус,2
антивоенный,3
антиген,2
антигенный,3
антигерой,2
антигигиенический,3
антигосударственный,3
антигуманистический,4
антигуманный,3
антидактиль,2
